hotelId,HotelName,hotelDescription,HotelType,latLong,bedrooms,isBookable,POOL,PRIVATE_POOL,isFreeBreakfast,hotelStarRating,isFreeCancel,isPayLater,HotelUrl,price,StartDate,EndDate,NightStay,guestRating,totalReviews
11805748,Mayfair-House,"Located in London City Centre, this luxury apartment building is within a 5-minute walk of Park Lane and Piccadilly. Buckingham Palace and Regent Street are also within 15 minutes. Green Park Underground Station is 6 minutes by foot and Hyde Park Corner Underground Station is 8 minutes. ",Apartment,"51.506069,-0.14797",,TRUE,Pool,private pool,FALSE,5,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Mayfair-House.h11805748.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,2208.92,21-Feb,28-Feb,7,4.1,50
7049006,Dorsett-Shepherds-Bush,"Located in Shepherd's Bush, this eco-friendly hotel is within 2 mi (3 km) of Westfield London Shopping Centre, Kensington High Street, and Hammersmith Apollo. Kensington Palace and Natural History Museum are also within 3 mi (5 km). Shepherd's Bush Market Underground Station and Goldhawk Road Underground Station are within a 5-minute walk. ",Hotel,"51.503997,-0.224204",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Dorsett-Shepherds-Bush.h7049006.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,769.31,21-Feb,28-Feb,7,4.4,"1,602"
9789,Holiday-Inn-London-Kensington-High-St,"Occupying a 1938 building, this hotel is across the street from Kensington Gardens, two blocks from Kensington Palace, three blocks from London's Royal Albert Hall, and a short walk from the Olympia exhibition center.",Hotel,"51.498937,-0.192113",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Holiday-Inn-London-Kensington-High-St.h9789.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,825,21-Feb,28-Feb,7,3.6,"3,602"
2270848,Residence-Inn-by-Marriott-London-Kensington,"Located in Kensington, this aparthotel is within a 10-minute walk of Cromwell Road and Kensington High Street. Natural History Museum and Kensington Palace are also within 1 mi (2 km). Earl's Court Station is 8 minutes by foot and West Kensington Underground Station is 8 minutes. ",Apart hotel,"51.493651,-0.20159",,TRUE,Pool,private pool,TRUE,4,TRUE,FALSE,https://ww5.thomascook.com/London-Hotels-Residence-Inn-By-Marriott-London-Kensington.h2270848.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,869,21-Feb,28-Feb,7,4.1,135
4944634,The-Ampersand-Hotel,"Located in London City Centre, this luxury hotel is within 6 mi (10 km) of Natural History Museum, Harrods, and Chelsea and Westminster Hospital. Kensington Palace and Buckingham Palace are also within 6 mi (10 km). ",Hotel,"51.494157,-0.175527",,TRUE,Pool,private pool,FALSE,5,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-The-Ampersand-Hotel.h4944634.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,1620.12,21-Feb,28-Feb,7,4.7,751
4481,London-Marriott-Hotel-Regents-Park,"Modern hotel located in the leafy suburbs north of Regent's Park, just 250 meters from Swiss Cottage London Underground station. The London Zoo is 1 km away; Lord's Cricket Ground close by.",Hotel,"51.541848,-0.170764",,TRUE,Pool,private pool,FALSE,4.5,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-London-Marriott-Hotel-Regents-Park.h4481.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,1153,21-Feb,28-Feb,7,4.2,"1,533"
16710795,Sanctum-International-Serviced-Apartments-Belsize,"Located in Camden, this luxury apartment building is within 6 mi (10 km) of Roundhouse, Regent's Park, and Baker Street. ZSL London Zoo and Marble Arch are also within 6 mi (10 km). ",Apartment,"51.53802,-0.19182",,TRUE,Pool,private pool,FALSE,5,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Sanctum-International-Serviced-Apartments-Belsize.h16710795.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,1205.4,21-Feb,28-Feb,7,4.2,20
54987,Royal-Garden-Hotel,"1960s-built London hotel located on bustling Kensington High Street, 55 yards from Kensington Palace and Gardens and Hyde Park.",Hotel,"51.502392,-0.188608",,TRUE,Pool,private pool,FALSE,5,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Royal-Garden-Hotel.h54987.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,1665,21-Feb,28-Feb,7,4.5,"1,399"
1486728,Clayton-Hotel-Chiswick,"Located in Chiswick, this hotel is 2.5 mi (4 km) from Hammersmith Apollo and 2.7 mi (4.4 km) from Richmond Park. Westfield London Shopping Centre and Kensington High Street are also within 6 mi (10 km). Gunnersbury Underground Station and Hounslow Gunnersbury Station are within a 5-minute walk. ",Hotel,"51.492313,-0.279105",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Clayton-Hotel-Chiswick.h1486728.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,917.1,21-Feb,28-Feb,7,4.3,"1,410"
15952624,Leman-Locke,"Located in London City Centre, this apartment building is within 1 mi (2 km) of The Gherkin, Tower Bridge, and London Bridge. Aldgate East Station is only a 3-minute walk and Aldgate Station is 6 minutes. ",Apartment,"51.514109,-0.070819",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Leman-Locke.h15952624.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,1198.81,21-Feb,28-Feb,7,4.7,518
3822942,Seraphine-Kensington-Olympia-Hotel,"Located in Kensington, this hotel is 0.1 mi (0.1 km) from Kensington High Street. ",Hotel,"51.49932,-0.19738",,TRUE,Pool,private pool,TRUE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Seraphine-Kensington-Olympia-Hotel.h3822942.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,675.75,21-Feb,28-Feb,7,3.8,564
2479,The-Tower-Hotel,"Located in London City Centre, this hotel is 0.5 mi (0.9 km) from Tower Bridge and 1.7 mi (2.7 km) from HMS Belfast. ",Hotel,"51.506436,-0.073804",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-The-Tower-Hotel.h2479.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,1118.29,21-Feb,28-Feb,7,4.3,"3,038"
34285,Dolphin-House-Serviced-Apartments,"Situated along the River Thames in a residential area of Westminster, the Dolphin House Serviced Apartments is within 2 km (1.5 mi) of the Houses of Parliament, Westminster Abbey, Buckingham Palace, and Hyde Park.",Apart hotel,"51.487363,-0.136664",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Dolphin-House-Serviced-Apartments.h34285.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,981.72,21-Feb,28-Feb,7,4.1,"1,914"
525818,Melia-White-House-Hotel,"This refined retreat is a block from Regent's Park, a 5-minute walk from the London Underground, and 6 blocks from Oxford Street shopping; the theater district is 1 km (a half-mile) away.
",Hotel,"51.524751,-0.143892",,TRUE,Pool,private pool,FALSE,4,FALSE,TRUE,https://ww5.thomascook.com/London-Hotels-Melia-White-House-Hotel.h525818.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,881,21-Feb,28-Feb,7,4.2,"2,177"
7681,Holiday-Inn-London-Kensington-Forum,"This city-centre high-rise hotel is set in West London's Kensington district just 4-minute walk from Gloucester Road metro station, one mile from Knightsbridge and Harrods and two miles from the historic Houses of Parliament.",Hotel,"51.493664,-0.184783",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Holiday-Inn-London-Kensington-Forum.h7681.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,820.02,21-Feb,28-Feb,7,4,"2,877"
561570,Circus-Apartments-by-BridgeStreet,"Located in Canary Wharf, this apartment building is within 3 mi (5 km) of Brick Lane, Tower Bridge, and Excel Exhibition Centre. The Gherkin and Liverpool Street are also within 3 mi (5 km). Westferry Station is 5 minutes by foot and Canary Wharf DLR Station is 8 minutes. ",Apartment,"51.507042,-0.027897",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Circus-Apartments-By-BridgeStreet.h561570.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,1177.57,21-Feb,28-Feb,7,4.6,144
6473,Park-Plaza-Sherlock-Holmes-London,"Situated on Chiltern Street, close to Madame Tussaud`s, Regent's Park, Oxford Street`s shopping venues, and just a few tube stops from Wembley Stadium. With restaurants and bars within walking distance, whether you come to London for a city break or business this hotel is in an ideal location.",Hotel,"51.521093,-0.155928",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Park-Plaza-Sherlock-Holmes-London.h6473.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,1586.4,21-Feb,28-Feb,7,4,"1,072"
1183908,Park-Plaza-London-Riverbank,"Park Plaza London Riverbank is across the river from the Tate Britain gallery, close to Westminster. The London Eye, Houses of Parliament and Big Ben are all within easy reach. The hotel is easily approachable from Waterloo, Vauxhall and Westminster stations.",Hotel,"51.491633,-0.121676",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Park-Plaza-London-Riverbank.h1183908.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,986.43,21-Feb,28-Feb,7,4.2,"3,488"
11805962,Manson-Place,"Located in London City Centre, this apartment building is within 3 mi (5 km) of Park Lane, Victoria Palace Theatre, and Westminster Abbey. Shaftesbury Avenue and Her Majesty's Theatre are also within 3 mi (5 km). High Street Kensington Station is 25 minutes by foot. ",Apartment,"51.493166,-0.177269",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Manson-Place.h11805962.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,2115.75,21-Feb,28-Feb,7,4.3,39
21659,The-Cumberland,"Located in London City Centre, this luxury hotel is steps from Marble Arch and Oxford Street. Park Lane and Baker Street are also within 6 mi (10 km). ",Hotel,"51.513636,-0.159044",,TRUE,Pool,private pool,FALSE,4.5,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-The-Cumberland.h21659.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,969.78,21-Feb,28-Feb,7,3.8,"2,237"
898660,K-West-Hotel-Spa,"Rich in designer details, this London hotel is a 10-minute walk from Notting Hill and 3 blocks from Shepherd's Bush Empire music venue. The Westfield London Shopping Centre, Olympia Conference centre, and Earl’s Court Exhibition Centre are all nearby.",Hotel,"51.502669,-0.21749",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-K-West-Hotel-Spa.h898660.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,866.74,21-Feb,28-Feb,7,4.1,"1,761"
4929863,Grosvenor-House-Suites-by-Jumeirah-Living,"Located in London City Centre, this luxury aparthotel is within a 10-minute walk of Park Lane, Oxford Street, and Piccadilly. Marble Arch and Baker Street are also within 15 minutes. Marble Arch Underground Station is 6 minutes by foot and Bond Street Underground Station is 10 minutes. ",Apart hotel,"51.50957,-0.155683",,TRUE,Pool,private pool,FALSE,5,TRUE,FALSE,https://ww5.thomascook.com/London-Hotels-Grosvenor-House-Suites-By-Jumeirah-Living.h4929863.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,2654.4,21-Feb,28-Feb,7,4.3,46
3113039,Park-Plaza-Westminster-Bridge-London,"This fantastic new hotel is located on the South Bank, near London Eye. Waterloo and Westminster stations are within 5 minutes walk, making easier to travel and ideal choice for city break or business trip.",Hotel,"51.501108,-0.117331",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Park-Plaza-Westminster-Bridge-London.h3113039.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,1613.3,21-Feb,28-Feb,7,4.4,"10,913"
525490,The-Pelham-Starhotels-Collezione,"Located in the historical district, this family-friendly hotel is within 6 mi (10 km) of Natural History Museum, Imperial College London, and Harrods. Gloucester Road Underground Station is 9 minutes by foot and High Street Kensington Station is 26 minutes. ",Hotel,"51.494434,-0.174714",,TRUE,Pool,private pool,FALSE,5,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-The-Pelham-Starhotels-Collezione.h525490.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,1419.49,21-Feb,28-Feb,7,4.5,387
2752030,Presidential-Apartments-Kensington,"Located in Kensington, this apartment building is 3 mi (4.8 km) from Regent Street and within 6 mi (10 km) of Kensington High Street and Natural History Museum. Kensington Palace and Stamford Bridge Stadium are also within 6 mi (10 km). ",Apartment,"51.492527,-0.190592",,TRUE,Pool,private pool,TRUE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Presidential-Apartments-Kensington.h2752030.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,1050.37,21-Feb,28-Feb,7,4.1,"1,162"
5813,Millennium-Hotel-London-Knightsbridge,"Soaring above the neighboring Gucci and Fendi boutiques, this modern London hotel is set in the trendy Knightsbridge designer shopping area, close to Sloane Street, King's Road, Hyde Park, Buckingham Palace, and the Royal Albert Hall.",Hotel,"51.49995,-0.159786",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Millennium-Hotel-London-Knightsbridge.h5813.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,1203.84,21-Feb,28-Feb,7,3.7,869
1217618,Apex-City-of-London-Hotel,"This large, contemporary building is located in The City, 400 meters from the Tower of London, Tower Bridge and 750 meters from the Bank of England.",Hotel,"51.510534,-0.079265",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Apex-City-Of-London-Hotel.h1217618.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,1262.7,21-Feb,28-Feb,7,4.6,"2,477"
23653791,London-Lifestyle-Apartments-Notting-Hill,"Located in Paddington, this apartment building is within 6 mi (10 km) of Kensington Palace, Kensington High Street, and Marble Arch. Park Lane and Oxford Street are also within 6 mi (10 km). ",Apartment,"51.51228,-0.18731",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-London-Lifestyle-Apartments-Notting-Hill.h23653791.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,1190.7,21-Feb,28-Feb,7,3.8,6
15118004,Park-Plaza-London-Waterloo,"Located in London City Centre, this hotel is within a 10-minute walk of The Vaults, Imperial War Museum, and Florence Nightingale Museum. Old Vic and Southbank Centre Book Market are also within 10 minutes. Lambeth North Underground Station is only a 2-minute walk and London Waterloo Station is 9 minutes. ",Hotel,"51.497941,-0.11317",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Park-Plaza-London-Waterloo.h15118004.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,1038.44,21-Feb,28-Feb,7,4.4,"2,139"
26134,Hilton-London-Metropole,"Hilton London Metropole is just 15 minutes from Heathrow by train and 10 minutes from the Eurostar terminal. Located outside the 'Congestion Charge Zone,' the hotel is 10 minutes from major shopping areas. 

",Hotel,"51.51938,-0.16932",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Hilton-London-Metropole.h26134.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,1013.6,21-Feb,28-Feb,7,3.9,"7,422"
447036,Citadines-Barbican-London,"Located in the historic ""Square Mile"" of central London, this business district apartment is near Smithfield, and St. Paul's Cathedral, with London City Airport 6.5 miles away.",Apartment,"51.522117,-0.097486",,TRUE,Pool,private pool,FALSE,3,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Citadines-Barbican-London.h447036.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,928.04,21-Feb,28-Feb,7,4.1,"1,044"
2881855,Maitrise-Hotel-Maida-Vale,"This hotel is located in London (Camden), close to Regent's Park, ZSL London Zoo, and Madame Tussaud's Wax Museum. Local attractions also include Baker Street and Kensington Gardens. ",Hotel,"51.536661,-0.191882",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Maitrise-Hotel-Maida-Vale.h2881855.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,483,21-Feb,28-Feb,7,3.5,"1,216"
481251,London-Marriott-Hotel-Maida-Vale,"Dominating the leafy Maida Vale residential district in St. John's Wood, this six-story hotel is a half-mile from Abbey Road Recording Studios and Little Venice, and a mile from Regent's Park.",Hotel,"51.535593,-0.190366",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-London-Marriott-Hotel-Maida-Vale.h481251.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,1081,21-Feb,28-Feb,7,4.1,"1,186"
18317570,Wilde-Aparthotels-by-Staycity-The-Strand,"Located in London City Centre, this aparthotel is within a 10-minute walk of The Strand and Trafalgar Square. Piccadilly and Royal National Theatre are also within 15 minutes. Charing Cross Underground Station is only a 4-minute walk and Holborn Underground Station is 14 minutes. ",Apart hotel,"51.50984,-0.12219",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Wilde-Aparthotels-By-Staycity-The-Strand.h18317570.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,1187.31,21-Feb,28-Feb,7,4.5,263
30455872,Clayton-Hotel-City-of-London,"This hotel is located in London (London City Centre), close to The Gherkin, Liverpool Street, and Tower of London. Also nearby are Brick Lane and Sky Garden. ",Hotel,"51.514922,-0.071518",,TRUE,Pool,private pool,FALSE,0,TRUE,FALSE,https://ww5.thomascook.com/London-Hotels-Clayton-Hotel-City-Of-London.h30455872.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,1096,21-Feb,28-Feb,7,0,0
2570279,The-Bermondsey-Square-Hotel,"Located in London City Centre, this hotel is within a 15-minute walk of London City Hall and HMS Belfast. The Shard and London Bridge are also within 6 mi (10 km). Borough Underground Station is 13 minutes by foot and London Bridge Underground Station is 13 minutes. ",Hotel,"51.497824,-0.08155",,TRUE,Pool,private pool,FALSE,4,TRUE,TRUE,https://ww5.thomascook.com/London-Hotels-The-Bermondsey-Square-Hotel.h2570279.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,946.76,21-Feb,28-Feb,7,4.2,500
914263,Grand-Plaza-Serviced-Apartments,"Located in Paddington, this apartment building is within 2 mi (3 km) of Kensington Palace, Kensington High Street, and Imperial College London. Natural History Museum and Park Lane are also within 2 mi (3 km). Bayswater Underground Station is only a 5-minute walk and Queensway Underground Station is 8 minutes. ",Apartment,"51.513347,-0.190862",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Grand-Plaza-Serviced-Apartments.h914263.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&sort=recommended&hwrqCacheKey=eaa8a379-cae7-4165-a946-b80547be2683HWRQ1548596779503&cancellable=false&regionId=2114&vip=false&c=25e2554b-118e-4e33-9d02-f820ad03df1f&,807.96,21-Feb,28-Feb,7,3.8,211
